Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub,Clustering Coefficient,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
"Messinger, Paul R","Messinger, Paul R",,6,6,5,0.316564,0.353353,62.4695,3,0.004091,0.018844,0,0.000481,0,0,0,0,0.035998
Service system,Service system,,190,249,4,0.382477,0.454072,28023.923094,3,0.19221,0.041729,0,0.013195,0,0,0,0,0.368363
"Baxter, D.","Baxter, D.",,3,3,5,0.281064,0.304198,11.670452,3,0.001503,0.006923,0,0.000314,0,0,0,0,0.013562
"Chairatana, Pun-Arj","Chairatana, Pun-Arj",,4,4,5,0.294498,0.323753,158.871578,2,0.001827,0.008416,0,0.000397,0,0,0,0,0.017074
"Doultsinou, A.","Doultsinou, A.",,3,3,5,0.281064,0.304198,11.670452,3,0.001503,0.006923,0,0.000314,0,0,0,0,0.013562
"Gao, J.","Gao, J.",,3,3,5,0.281064,0.304198,11.670452,3,0.001503,0.006923,0,0.000314,0,0,0,0,0.013562
"Kalta, M.","Kalta, M.",,3,3,5,0.281064,0.304198,11.670452,3,0.001503,0.006923,0,0.000314,0,0,0,0,0.013562
Adoption and diffusion,Adoption and diffusion,,179,206,4,0.381736,0.449563,30099.565283,5,0.15778,0.034254,0,0.012991,0,0,0,0,0.315385
"Desmarchelier, Benoit","Desmarchelier, Benoit",,6,7,5,0.302017,0.334629,397.853364,2,0.001938,0.008929,0,0.000578,0,0,0,0,0.019927
"Alzahrani, A.","Alzahrani, A.",,6,6,5,0.299721,0.330966,163.53417,5,0.002184,0.010059,0,0.000515,0,0,0,0,0.021275
"Baskerville, R. L.","Baskerville, R. L.",,5,5,5,0.285266,0.310073,634.212574,5,0.001404,0.006465,0,0.000517,0,0,0,0,0.013966
"Berkhout, F.","Berkhout, F.",,6,6,5,0.309119,0.343646,1023.619173,2,0.002226,0.010255,0,0.000555,0,0,0,0,0.022377
"Damanpour, F.","Damanpour, F.",,2,2,5,0.279339,0.300409,5.359728,2,0.00108,0.004977,0,0.000251,0,0,0,0,0.010364
"Dos Santos, Brian L","Dos Santos, Brian L",,5,5,5,0.307033,0.340054,129.009436,5,0.002405,0.011077,0,0.000442,0,0,0,0,0.022962
"Drennan, Judy","Drennan, Judy",,6,6,5,0.32138,0.35858,134.888918,4,0.003106,0.014308,0,0.000498,0,0,0,0,0.029636
"Fedorowicz, J.","Fedorowicz, J.",,6,6,5,0.292171,0.320682,163.06367,5,0.001784,0.008219,0,0.000525,0,0,0,0,0.017863
"Fichman, Robert G","Fichman, Robert G",,5,5,5,0.307033,0.340054,129.009436,5,0.002405,0.011077,0,0.000442,0,0,0,0,0.022962
"Gaimon, C.","Gaimon, C.",,3,3,5,0.284307,0.30858,17.501474,5,0.001362,0.006276,0,0.00031,0,0,0,0,0.012776
"Gogan, J. L.","Gogan, J. L.",,6,6,5,0.292171,0.320682,163.06367,5,0.001784,0.008219,0,0.000525,0,0,0,0,0.017863
"Keen, J.","Keen, J.",,8,8,5,0.310092,0.345323,290.130931,4,0.002801,0.0129,0,0.000657,0,0,0,0,0.02703
"Lings, Ian","Lings, Ian",,6,6,5,0.32138,0.35858,134.888918,4,0.003106,0.014308,0,0.000498,0,0,0,0,0.029636
"Merschbrock, C.","Merschbrock, C.",,7,7,5,0.310254,0.34528,200.471259,5,0.002671,0.012303,0,0.000577,0,0,0,0,0.026098
"Munkvold, B. E.","Munkvold, B. E.",,7,7,5,0.310254,0.34528,200.471259,5,0.002671,0.012303,0,0.000577,0,0,0,0,0.026098
"Myers, M. D.","Myers, M. D.",,5,5,5,0.285266,0.310073,634.212574,5,0.001404,0.006465,0,0.000517,0,0,0,0,0.013966
Platform,Platform,,151,167,4,0.375436,0.434207,25177.018053,5,0.145866,0.031668,0,0.010701,0,0,0,0,0.285003
"Aaltonen, Aleksi","Aaltonen, Aleksi",,7,7,5,0.305764,0.339462,188.363088,5,0.002916,0.013433,0,0.000573,0,0,0,0,0.027154
"Angelidou, M.","Angelidou, M.",,4,4,5,0.286649,0.311736,33.048416,5,0.001779,0.008194,0,0.000378,0,0,0,0,0.016494
"Banker, Rajiv","Banker, Rajiv",,4,4,5,0.273653,0.29211,100.26253,5,0.000934,0.004303,0,0.000474,0,0,0,0,0.009325
"Busquets, Javier","Busquets, Javier",,4,4,5,0.295381,0.324134,64.271421,5,0.001836,0.008457,0,0.000383,0,0,0,0,0.017328
"Ceccagnoli, Marco","Ceccagnoli, Marco",,4,4,5,0.295972,0.324979,108.585038,5,0.002195,0.01011,0,0.000393,0,0,0,0,0.020067
"Fishenden, J.","Fishenden, J.",,6,6,5,0.292894,0.32164,99.651442,5,0.00188,0.008657,0,0.000504,0,0,0,0,0.018501
"Forman, Chris","Forman, Chris",,4,4,5,0.295972,0.324979,108.585038,5,0.002195,0.01011,0,0.000393,0,0,0,0,0.020067
"Garud, R.","Garud, R.",,2,2,5,0.2734,0.290885,4.558798,5,0.000952,0.004386,0,0.000252,0,0,0,0,0.008737
"Gountaras, N.","Gountaras, N.",,4,4,5,0.286649,0.311736,33.048416,5,0.001779,0.008194,0,0.000378,0,0,0,0,0.016494
"Harmaakorpi, V.","Harmaakorpi, V.",,5,5,5,0.311562,0.346168,95.448879,3,0.002327,0.010717,0,0.000438,0,0,0,0,0.022304
"Hennala, Lea","Hennala, Lea",,5,5,5,0.311562,0.346168,95.448879,3,0.002327,0.010717,0,0.000438,0,0,0,0,0.022304
"Huang, Peng","Huang, Peng",,4,4,5,0.295972,0.324979,108.585038,5,0.002195,0.01011,0,0.000393,0,0,0,0,0.020067
"Jain, Radhika P","Jain, Radhika P",,3,3,5,0.277244,0.297281,19.866866,5,0.00108,0.004974,0,0.000321,0,0,0,0,0.010264
"Jain, S.","Jain, S.",,2,2,5,0.2734,0.290885,4.558798,5,0.000952,0.004386,0,0.000252,0,0,0,0,0.008737
"Kallinikos, Jannis","Kallinikos, Jannis",,7,7,5,0.305764,0.339462,188.363088,5,0.002916,0.013433,0,0.000573,0,0,0,0,0.027154
"Karimi, Jahangir","Karimi, Jahangir",,3,3,5,0.28,0.301817,23.162992,5,0.001194,0.005498,0,0.000321,0,0,0,0,0.011331
"Koh, Byungwan","Koh, Byungwan",,9,9,5,0.302635,0.336038,273.142994,5,0.002534,0.011671,0,0.000722,0,0,0,0,0.024775
"Lee, Gwanhoo","Lee, Gwanhoo",,3,3,5,0.288748,0.314356,40.32501,5,0.001554,0.007158,0,0.000321,0,0,0,0,0.014529
"Marton, Attila","Marton, Attila",,7,7,5,0.305764,0.339462,188.363088,5,0.002916,0.013433,0,0.000573,0,0,0,0,0.027154
"Mitra, Sabyasachi","Mitra, Sabyasachi",,4,4,5,0.273653,0.29211,100.26253,5,0.000934,0.004303,0,0.000474,0,0,0,0,0.009325
Collaboration,Collaboration,,124,142,5,0.366367,0.416653,18645.311749,0,0.110004,0.023882,0,0.009097,0,0,0,0,0.218618
"Blomqvist, K.","Blomqvist, K.",,2,2,5,0.278812,0.299958,11.312819,0,0.000992,0.004568,0,0.000254,0,0,0,0,0.009661
"Cabello-Medina, Carmen","Cabello-Medina, Carmen",,3,3,5,0.279603,0.301479,53.662837,2,0.001051,0.004839,0,0.000332,0,0,0,0,0.010448
"Carmona-Lavado, Antonio","Carmona-Lavado, Antonio",,3,3,5,0.279603,0.301479,53.662837,2,0.001051,0.004839,0,0.000332,0,0,0,0,0.010448
"Cuevas-Rodriguez, Gloria","Cuevas-Rodriguez, Gloria",,3,3,5,0.279603,0.301479,53.662837,2,0.001051,0.004839,0,0.000332,0,0,0,0,0.010448
"Ibert, Oliver","Ibert, Oliver",,1,1,6,0.268193,0.283023,0,0,0.000642,0.002958,0,0.000189,0,0,0,0,0.005997
"Kim, Moon-Soo","Kim, Moon-Soo",,6,6,5,0.296417,0.327205,248.303745,0,0.001754,0.008081,0,0.000546,0,0,0,0,0.018134
"Mention, Anne-Laure","Mention, Anne-Laure",,4,4,5,0.286094,0.311778,1213.386512,6,0.00133,0.006124,0,0.000523,0,0,0,0,0.013258
"Mueller, Felix C","Mueller, Felix C",,1,1,6,0.268193,0.283023,0,0,0.000642,0.002958,0,0.000189,0,0,0,0,0.005997
Service provider,Service provider,,103,115,5,0.360341,0.403649,9043.52355,1,0.1054,0.022883,0,0.007266,0,0,0,0,0.202561
"García-Goñi, M.","García-Goñi, M.",,4,4,6,0.282541,0.306269,1212.156962,2,0.001201,0.005532,0,0.000523,0,0,0,0,0.011739
"Khiaonarong, T.","Khiaonarong, T.",,4,4,5,0.281198,0.303677,67.178948,1,0.001101,0.005071,0,0.000396,0,0,0,0,0.0113
"Liebenau, J.","Liebenau, J.",,4,4,5,0.281198,0.303677,67.178948,1,0.001101,0.005071,0,0.000396,0,0,0,0,0.0113
Web,Web,,112,123,5,0.358594,0.405128,10829.997709,5,0.100937,0.021914,0,0.007976,0,0,0,0,0.198
"Aitamurto, T.","Aitamurto, T.",,4,4,5,0.279339,0.301902,616.369281,6,0.001103,0.005082,0,0.000453,0,0,0,0,0.011162
"Lewis, S. C.","Lewis, S. C.",,4,4,5,0.279339,0.301902,616.369281,6,0.001103,0.005082,0,0.000453,0,0,0,0,0.011162
Service sector,Service sector,,109,124,4,0.359465,0.404621,13430.982637,1,0.090027,0.019545,0,0.008299,0,0,0,0,0.181577
"Castro, L. M.","Castro, L. M.",,4,4,5,0.278812,0.301155,77.321541,2,0.001004,0.004624,0,0.000405,0,0,0,0,0.011094
"Cocca, S.","Cocca, S.",,5,5,5,0.297012,0.327205,55.001103,3,0.002229,0.010266,0,0.000427,0,0,0,0,0.020713
"Iacovone, L.","Iacovone, L.",,3,3,5,0.284034,0.308552,37.199816,2,0.001342,0.006182,0,0.000323,0,0,0,0,0.013243
"Khalik, Mahmoud","Khalik, Mahmoud",,4,4,5,0.275308,0.296436,23.050776,4,0.001228,0.005655,0,0.000372,0,0,0,0,0.011799
"Manjarres, Ricardo","Manjarres, Ricardo",,4,4,5,0.275308,0.296436,23.050776,4,0.001228,0.005655,0,0.000372,0,0,0,0,0.011799
"Mattoo, A.","Mattoo, A.",,3,3,5,0.284034,0.308552,37.199816,2,0.001342,0.006182,0,0.000323,0,0,0,0,0.013243
"Montoro-Sanchez, Angeles","Montoro-Sanchez, Angeles",,4,4,5,0.278812,0.301155,77.321541,2,0.001004,0.004624,0,0.000405,0,0,0,0,0.011094
National government,National government,,103,107,4,0.360781,0.403776,11685.768853,4,0.094618,0.020542,0,0.007506,0,0,0,0,0.187541
"Capel, C. M.","Capel, C. M.",,4,4,5,0.28417,0.308721,128.127658,0,0.001281,0.005899,0,0.000406,0,0,0,0,0.012963
"Daniels, P. W.","Daniels, P. W.",,3,3,5,0.276984,0.297253,48.379602,0,0.000956,0.004402,0,0.000339,0,0,0,0,0.00962
"Griffy-Brown, Charla","Griffy-Brown, Charla",,3,3,5,0.274033,0.292984,96.823626,2,0.000827,0.003808,0,0.000366,0,0,0,0,0.008555
Ecosystem,Ecosystem,,112,134,4,0.364786,0.41075,11393.690025,3,0.117411,0.02549,0,0.007608,0,0,0,0,0.227051
Health-care,Health-care,,110,117,5,0.361001,0.40665,14083.555561,4,0.09073,0.019698,0,0.008,0,0,0,0,0.184402
"Braa, J.","Braa, J.",,5,5,5,0.29821,0.328304,151.96932,3,0.001912,0.008807,0,0.000464,0,0,0,0,0.01878
"Fujita, K.","Fujita, K.",,2,2,6,0.266983,0.282051,3.687186,4,0.00069,0.003178,0,0.000251,0,0,0,0,0.006853
"Heywood, A.","Heywood, A.",,5,5,5,0.29821,0.328304,151.96932,3,0.001912,0.008807,0,0.000464,0,0,0,0,0.01878
"Ittipanuvat, V.","Ittipanuvat, V.",,2,2,6,0.266983,0.282051,3.687186,4,0.00069,0.003178,0,0.000251,0,0,0,0,0.006853
"Mohammed, W.","Mohammed, W.",,5,5,5,0.29821,0.328304,151.96932,3,0.001912,0.008807,0,0.000464,0,0,0,0,0.01878
Innovation in services,Innovation in services,,68,84,5,0.347634,0.378642,12525.067895,2,0.045244,0.009822,0,0.005589,0,0,0,0,0.097541
"Audretsch, David B","Audretsch, David B",,2,2,5,0.26063,0.27164,10.641314,2,0.00032,0.001475,0,0.000275,0,0,0,0,0.003807
"Battistella, L. F.","Battistella, L. F.",,3,3,5,0.276725,0.296929,30.437093,3,0.001003,0.004618,0,0.000319,0,0,0,0,0.009992
"Cecere, G.","Cecere, G.",,1,1,6,0.258015,0.267737,0,2,0.000264,0.001217,0,0.000197,0,0,0,0,0.003001
"Chee-Wooi, H.","Chee-Wooi, H.",,2,2,5,0.264594,0.278036,16.243622,2,0.000385,0.001774,0,0.000268,0,0,0,0,0.004722
"Freel, M. S.","Freel, M. S.",,3,3,6,0.264358,0.279374,49.783425,2,0.00047,0.002166,0,0.000358,0,0,0,0,0.005869
"Jack, Sarah","Jack, Sarah",,3,3,6,0.264358,0.279374,49.783425,2,0.00047,0.002166,0,0.000358,0,0,0,0,0.005869
"Jackson, Paul R","Jackson, Paul R",,3,3,6,0.264358,0.279374,49.783425,2,0.00047,0.002166,0,0.000358,0,0,0,0,0.005869
"Lübeck, R. M.","Lübeck, R. M.",,3,3,5,0.276725,0.296929,30.437093,3,0.001003,0.004618,0,0.000319,0,0,0,0,0.009992
"Martinez-Fuentes, Clara","Martinez-Fuentes, Clara",,2,2,5,0.26063,0.27164,10.641314,2,0.00032,0.001475,0,0.000275,0,0,0,0,0.003807
"Martínez-Fuentes, C.","Martínez-Fuentes, C.",,2,2,5,0.26063,0.27164,10.641314,2,0.00032,0.001475,0,0.000275,0,0,0,0,0.003807
Sustainability,Sustainability,,103,110,5,0.360122,0.403339,13473.87093,4,0.082554,0.017923,0,0.007468,0,0,0,0,0.168464
"Alvarez-Gonzalez, L. I.","Alvarez-Gonzalez, L. I.",,5,5,5,0.278157,0.299859,65.791148,4,0.001181,0.005442,0,0.000445,0,0,0,0,0.012213
"Best, M. L.","Best, M. L.",,3,3,5,0.278026,0.297957,27.949223,4,0.000939,0.004326,0,0.000316,0,0,0,0,0.009597
"Hekkert, M. P.","Hekkert, M. P.",,2,2,6,0.269415,0.285292,15.052254,2,0.000629,0.002898,0,0.000257,0,0,0,0,0.006585
"Hyytinen, K.","Hyytinen, K.",,3,3,6,0.274542,0.293618,28.871622,2,0.000831,0.003826,0,0.000318,0,0,0,0,0.00879
"Kuhlmann, S.","Kuhlmann, S.",,2,2,6,0.269415,0.285292,15.052254,2,0.000629,0.002898,0,0.000257,0,0,0,0,0.006585
Complexity,Complexity,,85,102,5,0.356004,0.393083,9296.22162,3,0.081884,0.017777,0,0.006116,0,0,0,0,0.160411
"Artto, K.","Artto, K.",,2,2,6,0.272267,0.289955,8.328876,6,0.00083,0.003822,0,0.000251,0,0,0,0,0.007939
"Hellström, M.","Hellström, M.",,2,2,6,0.272267,0.289955,8.328876,6,0.00083,0.003822,0,0.000251,0,0,0,0,0.007939
"Kujala, J.","Kujala, J.",,2,2,6,0.272267,0.289955,8.328876,6,0.00083,0.003822,0,0.000251,0,0,0,0,0.007939
"Kujala, S.","Kujala, S.",,2,2,6,0.272267,0.289955,8.328876,6,0.00083,0.003822,0,0.000251,0,0,0,0,0.007939
Competition,Competition,,82,84,5,0.352398,0.388236,7476.147896,0,0.059854,0.012994,0,0.006299,0,0,0,0,0.123965
"Huggins, R.","Huggins, R.",,2,2,5,0.266381,0.28091,26.195223,0,0.000476,0.002192,0,0.000272,0,0,0,0,0.005317
Standard,Standard,,82,88,5,0.35451,0.390547,9116.864998,5,0.070284,0.015259,0,0.005991,0,0,0,0,0.1412
"Frenken, Koen","Frenken, Koen",,2,2,6,0.265425,0.27905,3.899307,5,0.000577,0.002656,0,0.000254,0,0,0,0,0.005812
"King, John Leslie","King, John Leslie",,1,1,6,0.261784,0.272837,0,5,0.00041,0.00189,0,0.000189,0,0,0,0,0.004007
"Mendritzki, Stefan","Mendritzki, Stefan",,2,2,6,0.265425,0.27905,3.899307,5,0.000577,0.002656,0,0.000254,0,0,0,0,0.005812
Stakeholder,Stakeholder,,78,82,5,0.352818,0.387349,5315.263521,6,0.070699,0.015349,0,0.005434,0,0,0,0,0.14049
Business model,Business model,,74,75,5,0.350726,0.383826,9637.426245,6,0.060226,0.013075,0,0.005517,0,0,0,0,0.122274
"Di Benedetto, A.","Di Benedetto, A.",,2,2,6,0.260515,0.271612,37.549939,5,0.000365,0.001681,0,0.000294,0,0,0,0,0.003962
"Fredberg, T.","Fredberg, T.",,3,3,6,0.267466,0.282756,16.280638,6,0.000646,0.002977,0,0.000324,0,0,0,0,0.006762
"Ihlström Eriksson, C.","Ihlström Eriksson, C.",,3,3,6,0.267466,0.282756,16.280638,6,0.000646,0.002977,0,0.000324,0,0,0,0,0.006762
"Kalling, T.","Kalling, T.",,3,3,6,0.267466,0.282756,16.280638,6,0.000646,0.002977,0,0.000324,0,0,0,0,0.006762
Service delivery,Service delivery,,70,73,4,0.348248,0.379684,3490.94791,0,0.069137,0.01501,0,0.00483,0,0,0,0,0.134501
e-service,e-service,,51,55,5,0.340628,0.36585,2168.092381,0,0.05086,0.011042,0,0.003558,0,0,0,0,0.098794
Value proposition,Value proposition,,57,76,5,0.3452,0.372232,2084.945202,3,0.066554,0.014449,0,0.003786,0,0,0,0,0.125417
Dynamic capability,Dynamic capability,,56,59,5,0.341809,0.368287,3262.702963,1,0.048282,0.010482,0,0.004114,0,0,0,0,0.096175
Market-oriented,Market-oriented,,68,76,5,0.344396,0.375458,2538.367172,1,0.068472,0.014865,0,0.004894,0,0,0,0,0.131256
Service management,Service management,,63,68,5,0.344999,0.374331,2169.457887,1,0.06727,0.014604,0,0.004384,0,0,0,0,0.127685
Service design,Service design,,59,64,5,0.342402,0.37126,2401.943461,3,0.064691,0.014045,0,0.004049,0,0,0,0,0.123179
Digital innovation,Digital innovation,,50,58,5,0.339845,0.365046,5736.103161,5,0.036162,0.007851,0,0.00394,0,0,0,0,0.075965
"Ellonen, H.-K.","Ellonen, H.-K.",,1,1,6,0.253699,0.261989,0,5,0.000211,0.000973,0,0.000194,0,0,0,0,0.002356
"Gobble, M. A. M.","Gobble, M. A. M.",,1,1,6,0.253699,0.261989,0,5,0.000211,0.000973,0,0.000194,0,0,0,0,0.002356
"Karhu, P.","Karhu, P.",,1,1,6,0.253699,0.261989,0,5,0.000211,0.000973,0,0.000194,0,0,0,0,0.002356
Technological innovation,Technological innovation,,42,43,5,0.337518,0.358707,4918.557989,2,0.020719,0.004498,0,0.003518,0,0,0,0,0.048166
"Bergek, Anna","Bergek, Anna",,3,3,6,0.259715,0.270682,73.467147,2,0.000271,0.001247,0,0.00037,0,0,0,0,0.003908
"Carlsson, Bo","Carlsson, Bo",,3,3,6,0.259715,0.270682,73.467147,2,0.000271,0.001247,0,0.00037,0,0,0,0,0.003908
"Jacobsson, Staffan","Jacobsson, Staffan",,3,3,6,0.259715,0.270682,73.467147,2,0.000271,0.001247,0,0.00037,0,0,0,0,0.003908
"Lindmark, Sven","Lindmark, Sven",,3,3,6,0.259715,0.270682,73.467147,2,0.000271,0.001247,0,0.00037,0,0,0,0,0.003908
"Markard, Jochen","Markard, Jochen",,3,3,6,0.259715,0.270682,73.467147,2,0.000271,0.001247,0,0.00037,0,0,0,0,0.003908
Transit/trafic/transport management,Transit/trafic/transport management,,51,52,5,0.341217,0.365892,2546.072934,3,0.044585,0.009679,0,0.003709,0,0,0,0,0.088315
Citizen,Citizen,,45,47,5,0.338097,0.360595,2100.40984,5,0.034501,0.00749,0,0.003254,0,0,0,0,0.071579
Institutional,Institutional,,44,47,5,0.345805,0.368484,2646.532503,5,0.042138,0.009148,0,0.003161,0,0,0,0,0.084446
Self-service,Self-service,,52,55,5,0.344597,0.369738,1622.514317,1,0.061322,0.013313,0,0.003622,0,0,0,0,0.115061
knowledge-intensive business service (KIBS),knowledge-intensive business service (KIBS),,37,42,5,0.33829,0.358284,7799.701442,2,0.021652,0.004701,0,0.003502,0,0,0,0,0.047965
"Alvarez-González, J. A.","Alvarez-González, J. A.",,2,2,6,0.255342,0.264511,12.428747,2,0.000198,0.000911,0,0.000279,0,0,0,0,0.002687
"Bolisani, E.","Bolisani, E.",,1,1,6,0.252832,0.259594,0,2,0.000126,0.000582,0,0.000207,0,0,0,0,0.001653
"González-Morales, M. O.","González-Morales, M. O.",,2,2,6,0.255342,0.264511,12.428747,2,0.000198,0.000911,0,0.000279,0,0,0,0,0.002687
"Kautonen, M.","Kautonen, M.",,3,3,6,0.255563,0.265061,21.744653,2,0.000216,0.000996,0,0.000396,0,0,0,0,0.003278
"Koch, A.","Koch, A.",,2,2,6,0.259715,0.270132,20.742507,2,0.000274,0.00126,0,0.000276,0,0,0,0,0.003449
"Lyytinen, A.","Lyytinen, A.",,3,3,6,0.255563,0.265061,21.744653,2,0.000216,0.000996,0,0.000396,0,0,0,0,0.003278
"Marttila, L.","Marttila, L.",,3,3,6,0.255563,0.265061,21.744653,2,0.000216,0.000996,0,0.000396,0,0,0,0,0.003278
Managing innovation for service,Managing innovation for service,,38,40,5,0.339455,0.35951,1886.101071,1,0.031383,0.006813,0,0.002959,0,0,0,0,0.063191
Open innovation,Open innovation,,39,39,5,0.33926,0.359552,2813.530995,6,0.027535,0.005978,0,0.003074,0,0,0,0,0.058427
"Huang, F.","Huang, F.",,3,3,6,0.260057,0.271119,26.295161,0,0.000322,0.001485,0,0.00035,0,0,0,0,0.00404
Product-Service system,Product-Service system,,36,40,5,0.330355,0.350338,916.984902,3,0.033844,0.007348,0,0.002621,0,0,0,0,0.065554
Innovation system,Innovation system,,38,39,5,0.338871,0.359073,5679.233912,2,0.0252,0.005471,0,0.003068,0,0,0,0,0.054504
New service development,New service development,,43,45,5,0.335984,0.358059,968.085413,1,0.042259,0.009174,0,0.003045,0,0,0,0,0.081934
Pervasive/ubiquitous,Pervasive/ubiquitous,,44,52,5,0.342204,0.36468,2869.037727,5,0.04146,0.009001,0,0.003277,0,0,0,0,0.082825
Public service,Public service,,36,38,5,0.335033,0.354142,1354.35077,2,0.027282,0.005923,0,0.002664,0,0,0,0,0.057691
Service industries,Service industries,,27,27,5,0.332584,0.348126,2140.285948,2,0.01596,0.003465,0,0.002306,0,0,0,0,0.035081
"Castellacci, Fulvio","Castellacci, Fulvio",,1,1,6,0.249631,0.2551,0,2,0.000093,0.000429,0,0.000199,0,0,0,0,0.001275
Service logic,Service logic,,38,42,5,0.338097,0.358228,742.781412,3,0.042755,0.009282,0,0.002684,0,0,0,0,0.080237
Urban/city,Urban/city,,36,36,5,0.338677,0.35796,1384.390687,3,0.031113,0.006755,0,0.002602,0,0,0,0,0.063377
Value co-production,Value co-production,,34,40,5,0.335033,0.354128,593.883378,1,0.039541,0.008584,0,0.002366,0,0,0,0,0.074607
knowledge-intensive service (KIS),knowledge-intensive service (KIS),,28,28,5,0.33017,0.346027,4582.372937,2,0.013637,0.002961,0,0.002678,0,0,0,0,0.031346
"García-Quevedo, J.","García-Quevedo, J.",,1,1,6,0.248269,0.25386,0,2,0.00008,0.000367,0,0.000208,0,0,0,0,0.001216
"Mas-Verdú, F.","Mas-Verdú, F.",,1,1,6,0.248269,0.25386,0,2,0.00008,0.000367,0,0.000208,0,0,0,0,0.001216
Modular architecture,Modular architecture,,34,35,5,0.335603,0.355945,1812.83105,5,0.028468,0.00618,0,0.002624,0,0,0,0,0.05789
Resource integration,Resource integration,,35,45,5,0.334275,0.353733,507.106191,3,0.042387,0.009203,0,0.002355,0,0,0,0,0.078553
Service ecosystem,Service ecosystem,,35,49,5,0.340628,0.359622,648.071928,3,0.049486,0.010744,0,0.002311,0,0,0,0,0.091295
Context-aware service / space-time,Context-aware service / space-time,,31,31,5,0.334275,0.352029,916.741751,1,0.028783,0.006249,0,0.002254,0,0,0,0,0.056558
Digital/ICT/ITservice innovation,Digital/ICT/ITservice innovation,,32,35,5,0.340236,0.358045,590.577402,0,0.040627,0.00882,0,0.002239,0,0,0,0,0.077217
e-Government,e-Government,,27,30,5,0.331465,0.34745,516.242902,5,0.022304,0.004842,0,0.001907,0,0,0,0,0.046228
Flexibility,Flexibility,,25,29,5,0.336366,0.351846,658.730665,5,0.026796,0.005818,0,0.001788,0,0,0,0,0.052809
Service provision,Service provision,,34,34,5,0.337133,0.356157,640.250674,1,0.036925,0.008016,0,0.002375,0,0,0,0,0.070333
Service-oriented architecture (SOA),Service-oriented architecture (SOA),,31,37,5,0.336175,0.353846,699.51666,5,0.034549,0.007501,0,0.002129,0,0,0,0,0.066536
Servitization,Servitization,,30,31,5,0.336749,0.353635,683.33995,3,0.033108,0.007188,0,0.0021,0,0,0,0,0.063571
Utility,Utility,,32,33,5,0.336749,0.35503,876.717335,5,0.033672,0.00731,0,0.002216,0,0,0,0,0.065752
Value-in-use,Value-in-use,,22,26,5,0.332958,0.347577,233.595093,3,0.026907,0.005842,0,0.001544,0,0,0,0,0.050563
Absorptive capacity/ACAP,Absorptive capacity/ACAP,,27,28,5,0.333521,0.349084,1098.892437,0,0.01847,0.00401,0,0.00224,0,0,0,0,0.039017
Digital platform,Digital platform,,18,19,6,0.321031,0.335221,425.235187,5,0.010307,0.002238,0,0.001524,0,0,0,0,0.022648
Multidisciplinary,Multidisciplinary,,22,23,5,0.333333,0.347704,476.127534,5,0.024721,0.005367,0,0.001606,0,0,0,0,0.047588
Service encounter,Service encounter,,16,18,5,0.331651,0.343393,130.711311,1,0.020822,0.004521,0,0.001171,0,0,0,0,0.03903
Web service,Web service,,25,25,5,0.333709,0.349479,432.646966,5,0.026984,0.005858,0,0.001748,0,0,0,0,0.052258
Well-being,Well-being,,29,33,5,0.331094,0.34931,1259.520259,4,0.027445,0.005958,0,0.002121,0,0,0,0,0.054517
Public policy,Public policy,,16,16,6,0.327792,0.339687,434.433404,2,0.009421,0.002045,0,0.001372,0,0,0,0,0.020781
Generativity,Generativity,,16,20,5,0.329068,0.341716,361.00819,5,0.017233,0.003741,0,0.001225,0,0,0,0,0.034288
Transformative service research,Transformative service research,,28,31,5,0.33128,0.349169,871.086588,4,0.028098,0.0061,0,0.001972,0,0,0,0,0.055209
Cloud computing,Cloud computing,,13,14,5,0.326165,0.337574,132.978078,5,0.012893,0.002799,0,0.000997,0,0,0,0,0.025597
Product-service innovation,Product-service innovation,,14,14,6,0.323312,0.335278,2712.7334,0,0.009213,0.002,0,0.00141,0,0,0,0,0.019531
"Bau, M.","Bau, M.",,1,1,7,0.244371,0.249149,0,0,0.000054,0.000248,0,0.000212,0,0,0,0,0.000811
"Mazzurana, P.","Mazzurana, P.",,1,1,7,0.244371,0.249149,0,0,0.000054,0.000248,0,0.000212,0,0,0,0,0.000811
resource-based view (RBV),resource-based view (RBV),,21,21,6,0.318096,0.333221,319.83013,1,0.017199,0.003734,0,0.001681,0,0,0,0,0.034026
e-service innovation,e-service innovation,,10,13,5,0.32173,0.332023,55.179113,0,0.011564,0.002511,0,0.000789,0,0,0,0,0.022228
Interoperability,Interoperability,,19,19,5,0.333709,0.346577,278.439831,5,0.018666,0.004052,0,0.001365,0,0,0,0,0.037493
m-service,m-service,,14,15,6,0.32208,0.33439,402.659888,6,0.008993,0.001952,0,0.001173,0,0,0,0,0.019515
Marketing Theory,Marketing Theory,,18,18,5,0.32852,0.341984,209.694916,3,0.02359,0.005122,0,0.0013,0,0,0,0,0.043867
Mobile service innovation,Mobile service innovation,,11,13,5,0.321031,0.33222,79.436494,0,0.009263,0.002011,0,0.000912,0,0,0,0,0.018925
Open service innovation,Open service innovation,,14,14,5,0.322959,0.334813,165.918661,6,0.010937,0.002374,0,0.001179,0,0,0,0,0.022489
Big Data,Big Data,,21,22,5,0.332771,0.346717,347.603404,6,0.023008,0.004995,0,0.001523,0,0,0,0,0.045014
